Job ID,Job Title,Company,Reviews,Location,Experience,Salary,Posted On,Openings,Applications,Job Description,Role,Industry Type,Department,Employment Type,Role Category,Education,Key Skills
402,AWS Devops Backend Engineer-Client:Lululemon-Immd-Bangalore,Altimetrik,3.8900,Bengaluru,6 - 10 years,Not Disclosed,Just now,1,28,"Interested ones share your CV and below details to snidafazli@altimetrik.com
Name as per aadhar:
Number:
EmailID:
Current CTC:
Fixed CTC:
Expected CTC:
holding any offers:
Current Company:
Notice period:
If serving Notice period, exact LWD:
Current Location:
Are you fine for Bangalore:
Total Experience:
Relevant Experience:
mention below in years
AWS:
Python:
Coding:
Devops:
Grafana/Splunk:

JD: Client: Lululemon
Key Responsibilities
Play an active technical expert role in end-to-end product development from design to deployment. working on moderately complex to highly complex work tasks or project assignments.
Gathers, analyzes, and translates business and non-functional requirements into a solution design. May lead meetings to define business requirements, technical solutions and estimates.
Designs, develops to specifications, maintains application code and technical documentations
Responsible for software development life cycle from implementation to testing and automated production deployment and maintenance.
Guide and mentor junior engineers of the team
Provides technical assistance and problem resolution for assigned systems. Leads resolution of production support incidents in accordance with incident management policies and procedures.
Qualifications and Skillsets:
Bachelors degree in Computer Science/Information Technology, or in a related technical field or equivalent technology experience.
Minimum 12 years of work experience in designing, developing, and implementing computer software projects in a web and micro services-based environment
Experience in OO design patterns and coding – in Python, Java and AWS Microservice
Experience in Python based Web frameworks – like Django, Flask
Experience in AWS Services (AWS Docker ECS, AWS Application load balancer, S3), programming APIs and AWS microservices, Soap/Restful APIs, Database and SQL, Apache Kafka, and Kubernetes
Experience with logging and monitoring tools like Dynatrace, Grafana & Splunk etc.
Responsible for setting up, maintaining, and evolving the cloud infrastructure of web applications.
Excellent presentation, verbal, written, interpersonal and listening skills
Experience working with Agile methodologies, JIRA, and Service Now ticketing
Must-haves:
Acknowledges the presence of choice in every moment and takes personal responsibility for their life
Possesses an entrepreneurial spirit and continuously innovates to achieve great results
Communicates with honesty and kindness and creates the space for others to do the same
Leads with courage, knowing the possibility of greatness is bigger than the fear of failure
Fosters connection by putting people first and building trusting relationships
Integrates fun and joy as a way of being and working, aka doesn’t take themselves too seriously",Software Development - Other,Software Product,Engineering - Software & QA,"Full Time, Permanent",Software Development,UG: Any Graduate,"Coding, Splunk, AWS, Devops, Python, Grafana"
403,Senior Devops Engineer,See n Recruit,NA,Mumbai (All Areas),3 - 8 years,15-20 Lacs P.A.,5 days ago,1,1034,"Position Overview:
We are looking for an experienced Senior DevOps Engineer to join our dynamic team. The ideal
candidate should have a strong background in designing, implementing, and maintaining robust
DevOps pipelines and infrastructure. This role requires a seasoned professional with expertise in
automation, continuous integration, and deployment practices.

Responsibilities:
1. DevOps Architecture:
Design, implement, and maintain scalable and secure DevOps architectures
Collaborate with cross-functional teams to ensure infrastructure meets project requirements
2. Automation:
Develop and implement automation scripts and tools for provisioning, configuration,
and deployment
Continuously seek opportunities to automate manual processes to enhance efficiency
3. Continuous Integration / Continuous Development (CI/CD):
Implement and maintain CI/CD pipelines to enable rapid and reliable software releases
Integrate automated testing into CI/CD pipelines to ensure code quality
4. Infrastructure as Code (IaC):
Utilize IaC tools (eg, Terraform, Ansible) to define and manage infrastructure
configurations
Maintain version-controlled infrastructure code repositories
5. Monitoring and Logging:
Implement monitoring and logging solutions to ensure the health and performance
of infrastructure and applications
Respond to and troubleshoot incidents, ensuring system reliability
6. Security:
Implement security best practices in DevOps processes and infrastructure
Conduct regular security audits and collaborate with security teams to address
vulnerabilities
7. Collaboration:
Work closely with development, QA, and operations teams to streamline the
deployment process
Provide mentorship and guidance to junior members of the DevOps team

Requirements:
1. Bachelors degree in Computer Science, Engineering, or a related field
2. Proven experience as a DevOps Engineer with 5-7 years in designing and maintaining
infrastructure
3. Expertise in automation tools such as Jenkins, Ansible, or Puppet
4. Strong proficiency in scripting languages (eg, Python, Bash)
5. Experience with containerization and orchestration tools (eg, Docker, Kubernetes)
6. Familiarity with cloud platforms (AWS, Azure, GCP)
7. Excellent problem-solving and communication skills
8. Product-building experience for FinTech, Broking, Capital Markets is a HUGE plus",DevOps Engineer,FinTech / Payments,Engineering - Software & QA,"Full Time, Permanent",DevOps,"PG: MCA in Any Specialization, Any Postgraduate","DevOps Architecture, Automation, CI/CD, IaC, Security"
404,SR Cloud Devops Engineer,Teksystems,3.4850,"Hyderabad, Bengaluru",10 - 17 years,Not Disclosed,5 days ago,1,188,"Required Skills:
DevOps: IaC, Ansible, Kubernetes/OpenShift
Cloud: IaC, EKS/AWS, RH ACM/Ansible
K8S: Administration and experience working on-prem Clusters
Role & responsibilities
At the direction of lead architects, develop and implement technical efforts to design, build, and deploy cloud infrastructure with the help of network and security services.
Develop and maintain automation scripts for cloud deployments.
Making applications and architecting databases over the cloud.
Managing cloud data storage.
Establishing a secure cloud environment.
Ensuring proper availability of the services.
Monitor and optimize cloud infrastructure performance.
Troubleshoot incidents, identify root causes, fix, and document problems, and implement preventive measures.
Developing strategies for disaster management and recovery.
Demonstrate exceptional problem-solving skills, with an ability to see and solve issues before they affect business productivity.

Technical Skills
Python
Go
Ansible
Terraform
Packer
Kubernetes
Docker
CI/CD Pipelines (Github Actions, BitBucket, Azure DevOps, TeamCity, AWS)
AWS
GCP
Linux (RHEL and Ubuntu)",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,UG: Any Graduate,"Devops, Terraform, GCP, OpenShift, Kubernates, Aws Cloudformation, Cd, python, CI, GO, Iac, Packer, cloud, Linux, Ansible, Clusters, AWS"
405,Salesforce Release DevOps Engineer,Aveva,4.3503,"Hyderabad, Bengaluru",3 - 5 years,Not Disclosed,5 days ago,1,467,"Responsibilities:
Collaborate with multiple project workstreams to understand release requirements and develop release plans using Copado.
Manage and execute Salesforce deployments across multiple environments, ensuring smooth and timely releases.
Monitor release pipelines and troubleshoot any issues related to deployments, environment configurations, or integration failures.
Work closely with Salesforce developers and administrators to optimize release management workflows and ensure compliance with company policies and standards.
Configure and maintain the Copado platform to support continuous integration, continuous delivery, and automated deployments.
Develop and maintain automation scripts and tools to streamline release processes and enhance efficiency.
Manage Sandbox refreshes, data seeding and data/metadata backup in production.
Implement best practices for version control, code branching, and merging strategies within Copado.
Provide training and support to team members on Copado usage, release management practices, and DevOps methodologies.
Requirements:
Bachelors degree in computer science, Engineering, or related field.
Minimum of 3 years of experience working as a Salesforce Release Engineer, DevOps Engineer, or similar role.
Hands-on experience with Copado or other Salesforce release management tools is required.
Proficiency in Salesforce configuration, customization, and development principles.
Strong understanding of DevOps practices, including continuous integration, continuous delivery, and automated testing.
Solid knowledge of version control systems (e.g., Git), build tools, and deployment automation frameworks.
Excellent problem-solving skills and the ability to troubleshoot complex issues in a fast-paced environment.
Strong communication skills with the ability to collaborate effectively with cross-functional teams.
Salesforce certifications (e.g., Salesforce Certified Administrator, Salesforce Certified Platform Developer) are a plus.",DevOps Engineer,Software Product,Engineering - Software & QA,"Full Time, Permanent",DevOps,"UG: B.Sc in Any Specialization
PG: Any Postgraduate","Salesforce configuration, Release engineering, DevOps, Git, Salesforce customization, troubleshooting"
406,DevOps Engineer,"Accenture

Employees' choice",4.049561,Bengaluru,5 - 10 years,Not Disclosed,1 day ago,NA,22,"Project Role :DevOps Engineer

Project Role Description :Responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. Build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats.
Must have skills :Google Cloud Compute Services

Good to have skills :AWS Administration, Cloud Infrastructure, Terraform SRE
Minimum 5 year(s) of experience is required

Educational Qualification :15 Years of full time education
Role:GCP Engineer
Role description:Deploy and maintain production & pre-production services using container / PaaS technology such as Kubernetes in Google Cloud Platform (GCP) by adhering to ITIL Operations processes
Must have skills: GCP cloud exposure to PaaS & IaaS, Kubernetes / Dockers containers technology & Linux OS administration, Python / Bash / any other scripting skills
Good to have skills:Servers administration skills and experience. Good Infrastructure Knowledge & exposure (Server / Storage / Network) & ITIL knowledge
Job Description:
We are looking for DevOps / SRE having 2 7 years of experience in Primarily in Cloud PaaS Services (Dockers, Containers, Kubernetes) & Linux OS administration
Job Requirements:
Key responbilites:
oQuickly understand the architecture and start contributing towards team goals.
oeffectively keeping SLAs and MTTR in mind always.
oAutomate the backup, failover and disaster recovery procedures
oAct as a SME and help team members in fixing issues
oDevelop, deliver and improve automation in the projects duly assigned
oWork with the larger team and collaborate towards effective delivery of team objectives.
oDeploy and maintain production services using container technology such as Kubernetes or EKS or ECS.
oInfrastructure as code is something we vouch by. Terraform and Ansible are the two tools which we use extensively. Candidate is expected to understand and contribute towards furthering automation causes in this area.
oAdditionally we use Python and Java for some product scripting/functional scenarios. knowledge of any of these
oBe part of discussions on automation and effectively suggest improvements.
oUnderstand architecture, discover failure points and work with other teams to prevent issues in the future.

Technical Experience:
o4 - 8 years of experience in managing cloud infrastructure services and multiple cloud server instances.
oExposure on DevOps on cloud solution in GCP Platform
oStrong Linux Systems Administration Experience:Any flavor
oPaaS Expereince in Google Cloud Platform
(GKS, Repo, Image Management, API, Containers, App Virtualization)
oLanguages YAML (Python, Ansible) and JSON
oInfra as code tools - Experience in tools like Ansible, Terraform
oScripting - Scripting languages like Ruby/Python/Shell/Perl
oGood Understanding around networking:Firewalls/ TCP IP .
oHas good ability in analyzing, troubleshooting, & resolving network service connectivity issues (DNS, DHCP, firewall, etc). using basic tools e.g. ping/telnet/tracert/nslookup
oStrong background in managing and maintaining large scale Linux environments.
oGood understanding of management protocols or standards like SNMP, CIM, IPMI, LDAP, ITSM.
oExposure to Red Hat Enterprise Linux.
oProficiency in Shell scripting languages. Experience with CI/CD setup and tools
oExperience with cloud concepts including IaaS, PaaS, VMs, VNF, VNFM, Heat Templates, Containers, CNE, Docker, Kubernetes etc.
oExperience with Travis, CloudFormation, Fargate or Codepipeline.
oExperience with Nginx, Postgres, Mongodb, Redis.
oExperience with cloud message APIs and usage of push notifications.
oConfiguration Management Experience:Chef, puppet, ansible
oExperience with supporting application and database servers
oMust have atleast GCP certification

Professional Attributes:
oReady to work in any shift on 24/7 Operations environment
oAbility to work under pressure and with less supervision
oCustomer-service oriented with good communication skills
oMust be willing to learn, upgrade technical skills, and co-operate as part of a team
oPassionate about learning new technologies and tools to manage production services, effectively keeping SLAs and MTTR in mind at all times.
oAlign yourself with team objectives, raise the right queries and be an effective contributor towards overall production reliability.,

Qualifications

15 Years of full time education",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","linux system administration, google, ansible, terraform, gcp cloud, container, kubernetes, continuous integration, cloud server, python, aws administration, dns, eks, docker, java, ecs, gcp, devops, paas, linux, cloud infrastructure, bash, iaas, infrastructure services"
407,DevOps Engineer,"Accenture

Employees' choice",4.049561,Bengaluru,5 - 10 years,Not Disclosed,2 days ago,1,59,"Project Role :DevOps Engineer


Project Role Description :Responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. Build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats.
Must have skills :Google Cloud Compute Services

Good to have skills :Cloud Infrastructure, AWS Administration
Minimum 5 year(s) of experience is required

Educational Qualification :15 years of full time education

Role:GCP Engineer Role description:Deploy and maintain production & pre-production services using container / PaaS technology such as Kubernetes in Google Cloud Platform (GCP) by adhering to ITIL Operations processesMust have skills: GCP cloud exposure to PaaS & IaaS, Kubernetes / Dockers containers technology & Linux OS administration, Python / Bash / any other scripting skills
Good to have skills:Servers administration skills and experience. Good Infrastructure Knowledge & exposure (Server / Storage / Network) & ITIL knowledgeJob Description:We are looking for DevOps / SRE having 2 7 years of experience in Primarily in Cloud PaaS Services (Dockers, Containers, Kubernetes) & Linux OS administration Job Requirements:
Key responbilites:oQuickly understand the architecture and start contributing towards team goals.oeffectively keeping SLAs and MTTR in mind always.oAutomate the backup, failover and disaster recovery proceduresoAct as a SME and help team members in fixing issues oDevelop, deliver and improve automation in the projects duly assignedoWork with the larger team and collaborate towards effective delivery of team objectives.oDeploy and maintain production services using container technology such as Kubernetes or EKS or ECS.oInfrastructure as code is something we vouch by. Terraform and Ansible are the two tools which we use extensively. Candidate is expected to understand and contribute towards furthering automation causes in this area.oAdditionally we use Python and Java for some product scripting/functional scenarios. knowledge of any of these oBe part of discussions on automation and effectively suggest improvements.oUnderstand architecture, discover failure points and work with other teams to prevent issues in the future.
Technical Experience:o4 - 8 years of experience in managing cloud infrastructure services and multiple cloud server instances. oExposure on DevOps on cloud solution in GCP PlatformoStrong Linux Systems Administration Experience:Any flavoroPaaS Expereince in Google Cloud Platform (GKS, Repo, Image Management, API, Containers, App Virtualization)oLanguages YAML (Python, Ansible) and JSONoInfra as code tools - Experience in tools like Ansible, Terraform oScripting - Scripting languages like Ruby/Python/Shell/PerloGood Understanding around networking:Firewalls/ TCP IP . oHas good ability in analyzing, troubleshooting, & resolving network service connectivity issues (DNS, DHCP, firewall, etc). using basic tools e.g. ping/telnet/tracert/nslookupoStrong background in managing and maintaining large scale Linux environments.oGood understanding of management protocols or standards like SNMP, CIM, IPMI, LDAP, ITSM.oExposure to Red Hat Enterprise Linux.oProficiency in Shell scripting languages. Experience with CI/CD setup and tools oExperience with cloud concepts including IaaS, PaaS, VMs, VNF, VNFM, Heat Templates, Containers, CNE, Docker, Kubernetes etc.oExperience with Travis, CloudFormation, Fargate or Codepipeline.oExperience with Nginx, Postgres, Mongodb, Redis.oExperience with cloud message APIs and usage of push notifications.oConfiguration Management Experience:Chef, puppet, ansibleoExperience with supporting application and database serversoMust have atleast GCP certification
Professional Attributes:oReady to work in any shift on 24/7 Operations environment oAbility to work under pressure and with less supervisionoCustomer-service oriented with good communication skillsoMust be willing to learn, upgrade technical skills, and co-operate as part of a teamoPassionate about learning new technologies and tools to manage production services, effectively keeping SLAs and MTTR in mind at all times.oAlign yourself with team objectives, raise the right queries and be an effective contributor towards overall production reliability.,Qualification15 years of full time education",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","ansible, paas, google, terraform, gcp cloud, container, continuous integration, kubernetes, cloud server, eks, image management, docker, java, ecs, postgresql, gcp, devops, python, aws administration, dns, cloud infrastructure, bash, iaas, travis, infrastructure services"
408,DevOps Developer,"IBM

Employees' choice",4.120393,Kochi,3 - 6 years,Not Disclosed,2 days ago,NA,88,"Your Role and Responsibilities
We are seeking a talented DevOps Specialist to join our dynamic Software Product Engineering team and contribute to the development and deployment of our innovative Application Lifecycle Management (ALM) solution. As a DevOps Specialist, you will play a pivotal role in driving our CI/CD pipeline and ensuring efficient and reliable delivery of our product across multiple form factors.

Responsibilities:
Design, implement, and maintain robust CI/CD pipelines using tools like Jenkins, Tekton pipelines, and ArgoCD.
Collaborate with development teams to automate build, test, and deployment processes.
Manage source code control using Git and GitHub, ensuring proper branching strategies and code quality.
Automate infrastructure provisioning and management using tools like Terraform or Ansible.
Develop and maintain scripts and automation frameworks using Python, Groovy, or Shell.
Provide technical leadership and mentorship to junior DevOps engineers.
Optimize application performance and scalability by leveraging Kubernetes and virtualization technologies.
Implement effective DevOps practices, including release planning, container image management, and monitoring.
Collaborate with cloud infrastructure teams to manage deployments on IBM Cloud and AWS.
Troubleshoot and resolve technical issues related to CI/CD pipelines and infrastructure.


Required Technical and Professional Expertise
Proven experience as a DevOps Engineer or similar role.
Strong proficiency in CI/CD tools like Jenkins, Tekton pipelines, and ArgoCD.
Expertise in source code management using Git and GitHub.
Solid understanding of scripting languages such as Python, Groovy, or Shell.
Knowledge of Kubernetes and virtualization technologies.
Experience with cloud infrastructure, particularly IBM Cloud and AWS.
Experience with containerization technologies (Docker, Kubernetes).
Knowledge of infrastructure as code tools (Terraform, Ansible).
Excellent problem-solving, analytical, and communication skills.
Ability to work independently and as part of a team.
Experience working in Agile methodologies and a startup environment.


Preferred Technical and Professional Expertise
Ability to work with distributed teams spread across multiple time zones
Collaborate with both internal & external stakeholders and lead discussions on Developer automation topics
Exposure to languages such as Golang Java
Knowledge of Security standards as part of Design",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","continuous integration, cd tools, groovy, ci / cd tools, scripting languages, container, kubernetes, github, python, ibm cloud, golang, ci/cd, ansible, docker, containerization, git, java, devops, jenkins, shell scripting, terraform, aws, agile methodology"
409,DevOps Engineer,"Accenture

Employees' choice",4.049561,Pune,3 - 5 years,Not Disclosed,15 days ago,NA,51,"Project Role :DevOps Engineer


Project Role Description :Responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. Build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats.
Must have skills :Microsoft Azure DevOps

Good to have skills :NA

Educational Qualification :Graduate
Project Role :DevOps Engineer

Project Role Description :Responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. Build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats.
Must have Skills :Microsoft Azure DevOpsGood to Have Skills : Job Requirements :Key Responsibilities :
Summary As an Application Developer you will design build and configure applications to meet business process and application requirements You will be responsible for creating efficient and effective software solutions that align with the needs of the organization and its clients This role requires a strong understanding of Oracle Hyperion Planning and the ability to work collaboratively with cross-functional teams to deliver high-quality applications
Technical Experience :Professional And Technical Skills Must To Have Skills Proficiency in Oracle Hyperion Planning Good To Have Skills Experience with Oracle Hyperion Data Relationship Management DRM Oracle Hyperion Essbase Oracle Hyperion Analytic Applications Strong understanding of financial planning and budgeting processes Experience in developing and maintaining Oracle Hyperion Planning applications
Professional Attributes :Professional And Technical Skills Must To Have Skills Proficiency in Oracle Hyperion Planning Experience with Oracle Hyperion Data Relationship Management DRM Oracle Hyperion Essbase Oracle Hyperion Analytic Applications Strong understanding of financial planning and budgeting processes
Educational Qualification:Graduate
Additional Information :

Qualification

Graduate",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","microsoft azure, oracle hyperion, oracle hyperion planning, financial planning, microsoft azure devops, container, continuous integration, oracle, essbase, ci/cd, cloud technologies, budgeting, hyperion, relationship management, devops, drm, ci cd pipeline"
410,Software Engineer - Devops,Icertis,3.7256,Pune,2 - 4 years,Not Disclosed,11 days ago,1,2632,"Role & responsibilities
Participates in the design and implementation process for new and existing product features, with a focus on providing the proper technical underpinning for successful execution of the requirements.
Implement automated solutions that will automate manual processes to enable agility within IT and development & operation teams
Implement and manage continuous code build and deployment with Github Actins or TFS and other tools
Implement and manage monitoring and analysis tools
Optimizes and troubleshoots software and supporting services for speed and most efficient use of resources
Manage DEV, QA, and staging environments, and works with product managers, developers, architects, QA engineers, and other staff to tune those environments during the development process.
Serves as key link between software development teams, CloudOps & IT teams, particularly regarding continuous integration and deployment goals
Builds and utilizes automation tools with respect to the release management process
Build strong cross-functional relationships and run virtual teams to develop and deliver innovative solutions for customers and prospects

Preferred candidate profile

2+ years experience as DevOps engineer with exposure on .NET based software application and products.
Knowledge of Development Tool chain to enable/support CI/CD model
Experience completing full development lifecycle – SDLC
Deployment of system automation, scripting and tools with PowerShell
Experience troubleshooting and resolving application and system related issues on live environments
Application deployment and configuration management strongly desired
Proficient in Microsoft Technologies
TFS/AzureDevOps/GitHub and SDLC environment administration
Strong target orientation and project execution skills
Should possess strong professional expertise and intermediate management skills with the ability to make decisions
Experience in client / stakeholder relationship management will be a bonus
Ability to work in a rapidly changing environment
Exposure to software engineering and an understanding of systems internals",DevOps Engineer,Software Product,Engineering - Software & QA,"Full Time, Permanent",DevOps,UG: Any Graduate,"Powershell, Ci/Cd, Devops, Azure Devops, Scripting"
411,DevOps Engineer,"Accenture

Employees' choice",4.049561,Pune,3 - 7 years,Not Disclosed,13 days ago,NA,124,"Project Role :DevOps Engineer


Project Role Description :Responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. Build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats.
Must have skills :Microsoft Azure DevOps

Good to have skills :Microsoft ASP.NET, Infrastructure as Code (IaC), ADO.NET
Minimum 3 year(s) of experience is required

Educational Qualification :15 years full time education
Summary:As a DevOps Engineer, you will be responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. You will build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats. Your typical day will involve working with various teams to implement and maintain the infrastructure, automating processes, and troubleshooting any issues that arise.
Roles & Responsibilities:
Expected to perform independently and become an SME.
Required active participation/contribution in team discussions.
Contribute in providing solutions to work related problems.
Collaborate with development teams to design and implement CI/CD pipelines.
Automate infrastructure provisioning and configuration using Infrastructure as Code (IaC) tools.
Implement and maintain monitoring and alerting systems for the infrastructure.
Ensure the security and compliance of the infrastructure.
Troubleshoot and resolve any issues related to the CI/CD pipelines or infrastructure.
Stay up-to-date with the latest DevOps tools and technologies.
Provide guidance and support to junior team members. Professional & Technical Skills:
Must To Have Skills:Proficiency in Microsoft Azure DevOps.
Good To Have Skills:Experience with Microsoft ASP.NET, Infrastructure as Code (IaC).
Strong understanding of continuous integration, delivery, and deployment (CI/CD) principles.
Experience with cloud technologies such as Microsoft Azure.
Knowledge of container orchestration platforms like Kubernetes.
Familiarity with security best practices for infrastructure and CI/CD pipelines. Additional Information:
The candidate should have a minimum of 3 years of experience in Microsoft Azure DevOps.
This position is based at our Pune office and there is no location flex
A 15 years full time education is required.Qualification15 years full time education",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","continuous integration, kubernetes, microsoft azure, ci/cd, microsoft azure devops, container, ado.net, microsoft asp.net, iac, cloud technologies, docker, ansible, git, devops, linux, jenkins, container orchestration, terraform, aws, ci cd pipeline, devops tools"
412,DevOps Engineer,"Accenture

Employees' choice",4.049561,Pune,3 - 5 years,Not Disclosed,14 days ago,NA,117,"Project Role :DevOps Engineer


Project Role Description :Responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. Build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats.
Must have skills :DevOps

Good to have skills :NA
Minimum 3 year(s) of experience is required

Educational Qualification :15 years full time education
Summary:As a DevOps Engineer, you will be responsible for building and setting up new development tools and infrastructure utilizing knowledge in continuous integration, delivery, and deployment (CI/CD), Cloud technologies, Container Orchestration and Security. You will build and test end-to-end CI/CD pipelines, ensuring that systems are safe against security threats. Your typical day will involve working on various DevOps tasks and collaborating with cross-functional teams to ensure smooth operations and efficient delivery of software solutions.
Roles & Responsibilities:
Expected to perform independently and become an SME.
Required active participation/contribution in team discussions.
Contribute in providing solutions to work related problems.
Collaborate with cross-functional teams to design and implement CI/CD pipelines.
Automate deployment processes and ensure continuous integration and delivery.
Implement and maintain infrastructure as code using tools like Terraform or CloudFormation.
Monitor and troubleshoot production systems to ensure high availability and performance.
Implement security measures and best practices to protect systems and data.
Stay updated with the latest DevOps trends and technologies.
Provide technical guidance and support to team members. Professional & Technical Skills:
Must To Have Skills:Proficiency in DevOps.
Experience with continuous integration and delivery tools like Jenkins or GitLab.
Strong knowledge of cloud platforms such as AWS, Azure, or GCP.
Familiarity with containerization technologies like Docker and Kubernetes.
Experience with infrastructure as code tools like Terraform or CloudFormation. Additional Information:
The candidate should have a minimum of 3 years of experience in DevOps.
This position is based at our Pune office.
A 15 years full time education is required.Qualification15 years full time education",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","microsoft azure, cloud platforms, cloud technologies, docker, devops, container, continuous integration, kubernetes, ci/cd, aws cloudformation, ansible, containerization, high availability, gcp, jenkins, gitlab, terraform, container orchestration, aws, ci cd pipeline"
413,Azure Devops Engineer,Tredence,3.6375,Bengaluru,3 - 8 years,Not Disclosed,6 days ago,1,1611,"Job Title: DevOps Engineer 4 -5 Years of Experience (3+ is Mandatory)

Responsibilities:
Design, implement, and maintain automated deployment pipelines for continuous integration and continuous delivery (CI/CD Pipeline).
Manage and maintain cloud infrastructure using tools such as AZURE Platform.
Monitor system performance, troubleshoot issues, and ensure high availability of applications.
Collaborate with development teams to design and implement infrastructure as code (IaC) using tools like Terraform
Develop and maintain configuration management processes and tools.
Implement and manage containerization and orchestration technologies such as Docker and Kubernetes.
Automate manual processes to improve efficiency and reduce human error.
Hands-on experience with containerization and orchestration tools (e.g., Docker, Kubernetes).
Familiarity with CI/CD tools (AZURE DevOps, Github, Gitlab or Azure Repo)
Experience with microservices architecture and serverless computing.
Stay current with industry trends and emerging technologies to continuously improve DevOps practices.
CI/CD with data platform service is an added advantage
Certification in relevant DevOps or cloud technologies",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,UG: Any Graduate,"Azure Cloud, Azure Devops, Cicd Methodology, Terraform, Docker, Helm Charts, Yaml, Kubernetes"
414,Devops Engineer - Hybrid ROLE,Duncan & Ross,4.222,Bengaluru,5 - 10 years,Not Disclosed,6 days ago,1,1005,"RESPONSIBILITIES:
Design, implement, and maintain Azure DevOps pipelines for continuous integration and continuous delivery (CI/CD)
Collaborate with development teams to define and implement DevOps best practices
Manage and optimize Azure DevOps environments, including user management, permissions, and project configuration
Build and maintain infrastructure as code (IaC) solutions using Azure DevOps
Troubleshoot and resolve build, deployment, and pipeline issues
Monitor and analyze pipeline performance to identify optimization opportunities
Strong understanding of version control systems (Git) and branching strategies
Experience with build and release automation tools
Knowledge of containerization technologies (Docker, Kubernetes)
Ability to work collaboratively with cross-functional teams
REQUIREMENTS:
Experience with MLOps practices and tools
Knowledge of machine learning lifecycle and model deployment
Proficiency in Python or R programming languages
Familiarity with Azure Machine Learning or other ML platforms
Experience with data pipelines and data engineering
Experience in Managing & Deploying Gen AI model is added advantage.",DevOps Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",DevOps,UG: Any Graduate,"Cicd Pipeline, Machine Learning, Azure Devops, Python, Iac, R Program"
